COUNTY NAME (SHORT),COUNTY NAME (FULL),WOODARD NATION NAME,STATE NAME
Edgecombe,Edgecombe County,TIDEWATER,North Carolina
Jasper,Jasper County,DEEP SOUTH,Texas
Beaver,Beaver County,THE FAR WEST,Utah
Murray,Murray County,GREATER APPALACHIA,Georgia
Jay,Jay County,GREATER APPALACHIA,Indiana
Montcalm,Montcalm County,YANKEEDOM,Michigan
Rensselaer,Rensselaer County,YANKEEDOM,New York
Collier,Collier County,PART OF THE SPANISH CARIBBEAN,Florida
McKinley,McKinley County,THE FAR WEST,New Mexico
Ben Hill,Ben Hill County,DEEP SOUTH,Georgia
Lee,Lee County,DEEP SOUTH,Arkansas
Baker,Baker County,DEEP SOUTH,Florida
Lanier,Lanier County,DEEP SOUTH,Georgia
Rice,Rice County,THE MIDLANDS,Kansas
Calhoun,Calhoun County,DEEP SOUTH,Alabama
Jackson,Jackson County,DEEP SOUTH,Mississippi
Campbell,Campbell County,GREATER APPALACHIA,Kentucky
Cumberland,Cumberland County,GREATER APPALACHIA,Kentucky
Panola,Panola County,DEEP SOUTH,Mississippi
Hansford,Hansford County,THE MIDLANDS,Texas
Chambers,Chambers County,DEEP SOUTH,Texas
Quitman,Quitman County,DEEP SOUTH,Georgia
Hardin,Hardin County,DEEP SOUTH,Texas
Litchfield,Litchfield County,YANKEEDOM,Connecticut
Sandusky,Sandusky County,THE MIDLANDS,Ohio
Piscataquis,Piscataquis County,YANKEEDOM,Maine
Pulaski,Pulaski County,GREATER APPALACHIA,Illinois
Okfuskee,Okfuskee County,GREATER APPALACHIA,Oklahoma
Saginaw,Saginaw County,YANKEEDOM,Michigan
Rio Arriba,Rio Arriba County,EL NORTE,New Mexico
Caledonia,Caledonia County,YANKEEDOM,Vermont
Botetourt,Botetourt County,GREATER APPALACHIA,Virginia
Madison,Madison County,GREATER APPALACHIA,Illinois
Collin,Collin County,GREATER APPALACHIA,Texas
Abbeville,Abbeville County,GREATER APPALACHIA,South Carolina
Dodge,Dodge County,THE MIDLANDS,Nebraska
Sarasota,Sarasota County,DEEP SOUTH,Florida
Marquette,Marquette County,YANKEEDOM,Wisconsin
Mohave,Mohave County,THE FAR WEST,Arizona
Yavapai,Yavapai County,THE FAR WEST,Arizona
Horry,Horry County,DEEP SOUTH,South Carolina
Montgomery,Montgomery County,THE MIDLANDS,Pennsylvania
Lewis,Lewis County,THE FAR WEST,Idaho
Norton,Norton city,GREATER APPALACHIA,Virginia
Morris,Morris County,YANKEEDOM,New Jersey
Sullivan,Sullivan County,THE MIDLANDS,Missouri
Ness,Ness County,THE FAR WEST,Kansas
Brazoria,Brazoria County,DEEP SOUTH,Texas
Staunton,Staunton city,GREATER APPALACHIA,Virginia
Chase,Chase County,THE FAR WEST,Nebraska
Montgomery,Montgomery County,GREATER APPALACHIA,Ohio
Throckmorton,Throckmorton County,GREATER APPALACHIA,Texas
Oglethorpe,Oglethorpe County,DEEP SOUTH,Georgia
Conway,Conway County,GREATER APPALACHIA,Arkansas
Nodaway,Nodaway County,THE MIDLANDS,Missouri
Ransom,Ransom County,YANKEEDOM,North Dakota
Bay,Bay County,YANKEEDOM,Michigan
Shelby,Shelby County,DEEP SOUTH,Tennessee
Butte,Butte County,THE FAR WEST,California
Pine,Pine County,YANKEEDOM,Minnesota
Bastrop,Bastrop County,GREATER APPALACHIA,Texas
Klickitat,Klickitat County,THE FAR WEST,Washington
San Juan,San Juan County,THE LEFT COAST,Washington
Brown,Brown County,YANKEEDOM,Wisconsin
Wilson,Wilson County,GREATER APPALACHIA,Kansas
Natchitoches,Natchitoches Parish,DEEP SOUTH,Louisiana
Terrebonne,Terrebonne Parish,NEW FRANCE,Louisiana
Irwin,Irwin County,DEEP SOUTH,Georgia
Arenac,Arenac County,YANKEEDOM,Michigan
Lee,Lee County,THE MIDLANDS,Iowa
Osborne,Osborne County,THE MIDLANDS,Kansas
Emmet,Emmet County,YANKEEDOM,Michigan
Fremont,Fremont County,THE MIDLANDS,Iowa
Lincoln,Lincoln County,YANKEEDOM,Maine
Seneca,Seneca County,YANKEEDOM,New York
Laurel,Laurel County,GREATER APPALACHIA,Kentucky
Meigs,Meigs County,GREATER APPALACHIA,Tennessee
Taney,Taney County,GREATER APPALACHIA,Missouri
Taylor,Taylor County,DEEP SOUTH,Georgia
Williamsburg,Williamsburg city,TIDEWATER,Virginia
Scurry,Scurry County,GREATER APPALACHIA,Texas
Gilpin,Gilpin County,THE FAR WEST,Colorado
McClain,McClain County,GREATER APPALACHIA,Oklahoma
Pendleton,Pendleton County,GREATER APPALACHIA,West Virginia
Page,Page County,GREATER APPALACHIA,Virginia
Le Flore,Le Flore County,GREATER APPALACHIA,Oklahoma
Summers,Summers County,GREATER APPALACHIA,West Virginia
Mecklenburg,Mecklenburg County,GREATER APPALACHIA,North Carolina
Essex,Essex County,YANKEEDOM,New Jersey
Linn,Linn County,THE MIDLANDS,Missouri
Montgomery,Montgomery County,DEEP SOUTH,Georgia
Sherman,Sherman County,THE FAR WEST,Oregon
Greene,Greene County,DEEP SOUTH,Georgia
Buffalo,Buffalo County,THE MIDLANDS,South Dakota
Mellette,Mellette County,THE FAR WEST,South Dakota
Ector,Ector County,GREATER APPALACHIA,Texas
Limestone,Limestone County,DEEP SOUTH,Texas
Grays Harbor,Grays Harbor County,THE LEFT COAST,Washington
Berkeley,Berkeley County,GREATER APPALACHIA,West Virginia
Park,Park County,THE FAR WEST,Montana
Denton,Denton County,GREATER APPALACHIA,Texas
Cherokee,Cherokee County,GREATER APPALACHIA,South Carolina
Yancey,Yancey County,GREATER APPALACHIA,North Carolina
Red River,Red River County,DEEP SOUTH,Texas
Matagorda,Matagorda County,DEEP SOUTH,Texas
Stevens,Stevens County,YANKEEDOM,Minnesota
Warren,Warren County,DEEP SOUTH,Georgia
Hardeman,Hardeman County,GREATER APPALACHIA,Texas
Monroe,Monroe County,GREATER APPALACHIA,Illinois
Jenkins,Jenkins County,DEEP SOUTH,Georgia
Grayson,Grayson County,GREATER APPALACHIA,Kentucky
Palo Pinto,Palo Pinto County,GREATER APPALACHIA,Texas
Heard,Heard County,DEEP SOUTH,Georgia
Lawrence,Lawrence County,GREATER APPALACHIA,Alabama
Marshall,Marshall County,DEEP SOUTH,Mississippi
Clark,Clark County,THE MIDLANDS,Kansas
Haskell,Haskell County,THE FAR WEST,Kansas
Bienville,Bienville Parish,DEEP SOUTH,Louisiana
Walker,Walker County,GREATER APPALACHIA,Georgia
Iowa,Iowa County,THE MIDLANDS,Iowa
Buffalo,Buffalo County,THE MIDLANDS,Nebraska
Beaver,Beaver County,THE MIDLANDS,Oklahoma
Butler,Butler County,THE MIDLANDS,Iowa
Roosevelt,Roosevelt County,THE FAR WEST,Montana
Cowlitz,Cowlitz County,THE LEFT COAST,Washington
Live Oak,Live Oak County,EL NORTE,Texas
Moniteau,Moniteau County,THE MIDLANDS,Missouri
Westmoreland,Westmoreland County,TIDEWATER,Virginia
Yadkin,Yadkin County,GREATER APPALACHIA,North Carolina
Merced,Merced County,THE FAR WEST,California
Dewey,Dewey County,THE MIDLANDS,Oklahoma
Burke,Burke County,GREATER APPALACHIA,North Carolina
Wayne,Wayne County,TIDEWATER,North Carolina
Warren,Warren County,YANKEEDOM,Pennsylvania
Howard,Howard County,GREATER APPALACHIA,Arkansas
Davie,Davie County,GREATER APPALACHIA,North Carolina
McDowell,McDowell County,GREATER APPALACHIA,North Carolina
Nevada,Nevada County,DEEP SOUTH,Arkansas
Yuma,Yuma County,THE FAR WEST,Colorado
Sherman,Sherman County,THE MIDLANDS,Texas
Uvalde,Uvalde County,EL NORTE,Texas
Auglaize,Auglaize County,THE MIDLANDS,Ohio
Bossier,Bossier Parish,DEEP SOUTH,Louisiana
Emmet,Emmet County,YANKEEDOM,Iowa
Saline,Saline County,THE MIDLANDS,Kansas
Magoffin,Magoffin County,GREATER APPALACHIA,Kentucky
Bailey,Bailey County,GREATER APPALACHIA,Texas
Callaway,Callaway County,THE MIDLANDS,Missouri
Albany,Albany County,THE FAR WEST,Wyoming
Park,Park County,THE FAR WEST,Wyoming
Montour,Montour County,THE MIDLANDS,Pennsylvania
Queens,Queens County,YANKEEDOM,New York
Suwannee,Suwannee County,DEEP SOUTH,Florida
Cheboygan,Cheboygan County,YANKEEDOM,Michigan
Gladwin,Gladwin County,YANKEEDOM,Michigan
Montgomery,Montgomery County,GREATER APPALACHIA,Kentucky
Lancaster,Lancaster County,DEEP SOUTH,South Carolina
Larue,Larue County,GREATER APPALACHIA,Kentucky
Woodbury,Woodbury County,THE MIDLANDS,Iowa
Taylor,Taylor County,DEEP SOUTH,Florida
Alexander,Alexander County,GREATER APPALACHIA,Illinois
Jefferson,Jefferson County,GREATER APPALACHIA,Missouri
Lincoln,Lincoln County,THE MIDLANDS,Missouri
Chatham,Chatham County,DEEP SOUTH,Georgia
Union,Union County,DEEP SOUTH,Florida
Genesee,Genesee County,YANKEEDOM,New York
Clay,Clay County,THE MIDLANDS,Iowa
Fallon,Fallon County,THE FAR WEST,Montana
Potter,Potter County,THE FAR WEST,South Dakota
Culberson,Culberson County,EL NORTE,Texas
Cumberland,Cumberland County,YANKEEDOM,Maine
Atascosa,Atascosa County,EL NORTE,Texas
Kingman,Kingman County,THE MIDLANDS,Kansas
Rabun,Rabun County,GREATER APPALACHIA,Georgia
Upshur,Upshur County,GREATER APPALACHIA,West Virginia
Texas,Texas County,GREATER APPALACHIA,Missouri
Pulaski,Pulaski County,GREATER APPALACHIA,Arkansas
Crawford,Crawford County,THE MIDLANDS,Iowa
Bannock,Bannock County,THE FAR WEST,Idaho
Geauga,Geauga County,YANKEEDOM,Ohio
Tulare,Tulare County,THE FAR WEST,California
Wayne,Wayne County,YANKEEDOM,New York
Rockbridge,Rockbridge County,GREATER APPALACHIA,Virginia
Towner,Towner County,THE MIDLANDS,North Dakota
Delaware,Delaware County,THE MIDLANDS,Pennsylvania
Niagara,Niagara County,YANKEEDOM,New York
Bennington,Bennington County,YANKEEDOM,Vermont
Clay,Clay County,DEEP SOUTH,Florida
Wake,Wake County,TIDEWATER,North Carolina
Hamilton,Hamilton County,GREATER APPALACHIA,Ohio
Bergen,Bergen County,YANKEEDOM,New Jersey
Lincoln,Lincoln County,THE FAR WEST,Nevada
McCone,McCone County,THE FAR WEST,Montana
Buchanan,Buchanan County,THE MIDLANDS,Iowa
DuPage,DuPage County,YANKEEDOM,Illinois
Fall River,Fall River County,THE FAR WEST,South Dakota
Kittson,Kittson County,YANKEEDOM,Minnesota
Oconee,Oconee County,DEEP SOUTH,Georgia
Wilson,Wilson County,EL NORTE,Texas
Fillmore,Fillmore County,THE MIDLANDS,Nebraska
Madison,Madison County,DEEP SOUTH,Florida
Sullivan,Sullivan County,GREATER APPALACHIA,Indiana
La Paz,La Paz County,EL NORTE,Arizona
Brooks,Brooks County,DEEP SOUTH,Georgia
Stafford,Stafford County,THE MIDLANDS,Kansas
Telfair,Telfair County,DEEP SOUTH,Georgia
Monroe,Monroe County,YANKEEDOM,Michigan
White,White County,THE MIDLANDS,Indiana
Noble,Noble County,THE MIDLANDS,Indiana
Livingston,Livingston County,GREATER APPALACHIA,Kentucky
Miller,Miller County,DEEP SOUTH,Georgia
Lincoln,Lincoln County,GREATER APPALACHIA,Tennessee
Shelby,Shelby County,GREATER APPALACHIA,Kentucky
York,York County,THE MIDLANDS,Nebraska
Adams,Adams County,THE MIDLANDS,Pennsylvania
Allendale,Allendale County,DEEP SOUTH,South Carolina
Davidson,Davidson County,GREATER APPALACHIA,Tennessee
Uintah,Uintah County,THE FAR WEST,Utah
Utah,Utah County,THE FAR WEST,Utah
Clay,Clay County,GREATER APPALACHIA,Indiana
Kings,Kings County,YANKEEDOM,New York
Morgan,Morgan County,GREATER APPALACHIA,Missouri
Holmes,Holmes County,THE MIDLANDS,Ohio
Osceola,Osceola County,YANKEEDOM,Iowa
Jennings,Jennings County,GREATER APPALACHIA,Indiana
Twin Falls,Twin Falls County,THE FAR WEST,Idaho
Saline,Saline County,GREATER APPALACHIA,Illinois
Kalamazoo,Kalamazoo County,YANKEEDOM,Michigan
Lee,Lee County,DEEP SOUTH,South Carolina
Johnson,Johnson County,THE FAR WEST,Wyoming
Daviess,Daviess County,GREATER APPALACHIA,Indiana
Grand Traverse,Grand Traverse County,YANKEEDOM,Michigan
Allen,Allen Parish,NEW FRANCE,Louisiana
Hughes,Hughes County,THE FAR WEST,South Dakota
Hyde,Hyde County,THE FAR WEST,South Dakota
Clarendon,Clarendon County,DEEP SOUTH,South Carolina
Stillwater,Stillwater County,THE FAR WEST,Montana
Bledsoe,Bledsoe County,GREATER APPALACHIA,Tennessee
Todd,Todd County,GREATER APPALACHIA,Kentucky
Weakley,Weakley County,DEEP SOUTH,Tennessee
Greene,Greene County,GREATER APPALACHIA,Missouri
Lehigh,Lehigh County,THE MIDLANDS,Pennsylvania
Seward,Seward County,THE MIDLANDS,Nebraska
Chemung,Chemung County,YANKEEDOM,New York
Wyoming,Wyoming County,YANKEEDOM,New York
Stanislaus,Stanislaus County,THE FAR WEST,California
Northampton,Northampton County,THE MIDLANDS,Pennsylvania
Morgan,Morgan County,GREATER APPALACHIA,Alabama
Breckinridge,Breckinridge County,GREATER APPALACHIA,Kentucky
Grenada,Grenada County,DEEP SOUTH,Mississippi
Simpson,Simpson County,GREATER APPALACHIA,Kentucky
Grand Isle,Grand Isle County,YANKEEDOM,Vermont
Columbiana,Columbiana County,THE MIDLANDS,Ohio
Nelson,Nelson County,TIDEWATER,Virginia
Osceola,Osceola County,DEEP SOUTH,Florida
Grant,Grant County,DEEP SOUTH,Arkansas
Laurens,Laurens County,DEEP SOUTH,Georgia
New York,New York County,YANKEEDOM,New York
Benton,Benton County,GREATER APPALACHIA,Arkansas
Marion,Marion County,DEEP SOUTH,Florida
Nottoway,Nottoway County,TIDEWATER,Virginia
Warren,Warren County,YANKEEDOM,New Jersey
Columbia,Columbia County,YANKEEDOM,New York
Martinsville,Martinsville city,GREATER APPALACHIA,Virginia
Choctaw,Choctaw County,GREATER APPALACHIA,Oklahoma
Dickinson,Dickinson County,THE MIDLANDS,Kansas
Starr,Starr County,EL NORTE,Texas
Effingham,Effingham County,DEEP SOUTH,Georgia
Roger Mills,Roger Mills County,THE MIDLANDS,Oklahoma
Richland,Richland County,YANKEEDOM,Wisconsin
Lea,Lea County,GREATER APPALACHIA,New Mexico
Lamar,Lamar County,GREATER APPALACHIA,Alabama
Marshall,Marshall County,GREATER APPALACHIA,Tennessee
Appomattox,Appomattox County,GREATER APPALACHIA,Virginia
Madison,Madison County,GREATER APPALACHIA,Arkansas
Sheridan,Sheridan County,THE FAR WEST,Wyoming
Cumberland,Cumberland County,THE MIDLANDS,Pennsylvania
Franklin,Franklin County,THE MIDLANDS,Pennsylvania
Luzerne,Luzerne County,YANKEEDOM,Pennsylvania
Crawford,Crawford County,YANKEEDOM,Michigan
Russell,Russell County,DEEP SOUTH,Alabama
Carroll,Carroll County,THE MIDLANDS,Ohio
Fluvanna,Fluvanna County,TIDEWATER,Virginia
Lake,Lake County,YANKEEDOM,Illinois
Madison,Madison County,GREATER APPALACHIA,Georgia
Dallas,Dallas County,DEEP SOUTH,Arkansas
Jackson,Jackson County,THE FAR WEST,Colorado
Kit Carson,Kit Carson County,THE FAR WEST,Colorado
Owyhee,Owyhee County,THE FAR WEST,Idaho
Wood,Wood County,YANKEEDOM,Wisconsin
Chautauqua,Chautauqua County,YANKEEDOM,New York
Cobb,Cobb County,GREATER APPALACHIA,Georgia
Johnson,Johnson County,GREATER APPALACHIA,Tennessee
Belmont,Belmont County,GREATER APPALACHIA,Ohio
Wise,Wise County,GREATER APPALACHIA,Virginia
Carter,Carter County,GREATER APPALACHIA,Missouri
Bryan,Bryan County,GREATER APPALACHIA,Oklahoma
Clay,Clay County,THE MIDLANDS,Nebraska
Charles,Charles County,TIDEWATER,Maryland
Cerro Gordo,Cerro Gordo County,THE MIDLANDS,Iowa
Greene,Greene County,THE MIDLANDS,Iowa
Rowan,Rowan County,GREATER APPALACHIA,Kentucky
Wayne,Wayne County,THE FAR WEST,Utah
Cape Girardeau,Cape Girardeau County,GREATER APPALACHIA,Missouri
Walla Walla,Walla Walla County,THE FAR WEST,Washington
Mississippi,Mississippi County,GREATER APPALACHIA,Missouri
Cleveland,Cleveland County,DEEP SOUTH,Arkansas
Dallas,Dallas County,GREATER APPALACHIA,Texas
DeKalb,DeKalb County,THE MIDLANDS,Indiana
Ouachita,Ouachita Parish,DEEP SOUTH,Louisiana
St. John the Baptist,St. John the Baptist Parish,NEW FRANCE,Louisiana
St. Helena,St. Helena Parish,DEEP SOUTH,Louisiana
Schuyler,Schuyler County,THE MIDLANDS,Missouri
Franklin,Franklin County,GREATER APPALACHIA,Alabama
Carroll,Carroll County,GREATER APPALACHIA,Kentucky
Clear Creek,Clear Creek County,THE FAR WEST,Colorado
Kimble,Kimble County,GREATER APPALACHIA,Texas
Mackinac,Mackinac County,YANKEEDOM,Michigan
McCulloch,McCulloch County,GREATER APPALACHIA,Texas
Tishomingo,Tishomingo County,GREATER APPALACHIA,Mississippi
Crockett,Crockett County,GREATER APPALACHIA,Texas
Hill,Hill County,GREATER APPALACHIA,Texas
Logan,Logan County,THE FAR WEST,Colorado
Finney,Finney County,THE FAR WEST,Kansas
Montgomery,Montgomery County,GREATER APPALACHIA,Kansas
Fairfield,Fairfield County,DEEP SOUTH,South Carolina
Cheyenne,Cheyenne County,THE FAR WEST,Nebraska
Martin,Martin County,YANKEEDOM,Minnesota
Sevier,Sevier County,GREATER APPALACHIA,Tennessee
Polk,Polk County,GREATER APPALACHIA,Tennessee
Kent,Kent County,GREATER APPALACHIA,Texas
Teton,Teton County,THE FAR WEST,Montana
Garden,Garden County,THE FAR WEST,Nebraska
Macoupin,Macoupin County,GREATER APPALACHIA,Illinois
Ross,Ross County,GREATER APPALACHIA,Ohio
Whiteside,Whiteside County,YANKEEDOM,Illinois
El Paso,El Paso County,EL NORTE,Texas
Loving,Loving County,GREATER APPALACHIA,Texas
Latimer,Latimer County,GREATER APPALACHIA,Oklahoma
Washington,Washington County,GREATER APPALACHIA,Ohio
Howell,Howell County,GREATER APPALACHIA,Missouri
Edwards,Edwards County,THE MIDLANDS,Kansas
Jefferson,Jefferson County,GREATER APPALACHIA,Kentucky
Logan,Logan County,GREATER APPALACHIA,Illinois
Winnebago,Winnebago County,YANKEEDOM,Wisconsin
Fulton,Fulton County,GREATER APPALACHIA,Kentucky
Harvey,Harvey County,THE MIDLANDS,Kansas
Dawson,Dawson County,THE FAR WEST,Montana
Taylor,Taylor County,GREATER APPALACHIA,West Virginia
Midland,Midland County,YANKEEDOM,Michigan
Quitman,Quitman County,DEEP SOUTH,Mississippi
Hardin,Hardin County,GREATER APPALACHIA,Kentucky
Jefferson,Jefferson County,GREATER APPALACHIA,Illinois
Hamlin,Hamlin County,YANKEEDOM,South Dakota
Lincoln,Lincoln County,YANKEEDOM,Wisconsin
Franklin,Franklin County,YANKEEDOM,New York
Fredericksburg,Fredericksburg city,TIDEWATER,Virginia
Raleigh,Raleigh County,GREATER APPALACHIA,West Virginia
Chaves,Chaves County,EL NORTE,New Mexico
Santa Fe,Santa Fe County,EL NORTE,New Mexico
Orange,Orange County,EL NORTE,California
Santa Cruz,Santa Cruz County,EL NORTE,Arizona
Currituck,Currituck County,TIDEWATER,North Carolina
Lawrence,Lawrence County,GREATER APPALACHIA,Illinois
Howard,Howard County,GREATER APPALACHIA,Indiana
Pike,Pike County,GREATER APPALACHIA,Indiana
Christian,Christian County,GREATER APPALACHIA,Kentucky
Eaton,Eaton County,YANKEEDOM,Michigan
Wapello,Wapello County,THE MIDLANDS,Iowa
Imperial,Imperial County,EL NORTE,California
Cass,Cass County,YANKEEDOM,Michigan
Wilkinson,Wilkinson County,DEEP SOUTH,Mississippi
Sheridan,Sheridan County,THE FAR WEST,Kansas
Leake,Leake County,DEEP SOUTH,Mississippi
Clay,Clay County,DEEP SOUTH,Mississippi
Franklin,Franklin County,DEEP SOUTH,Mississippi
Neshoba,Neshoba County,DEEP SOUTH,Mississippi
Edmunds,Edmunds County,THE MIDLANDS,South Dakota
Conecuh,Conecuh County,DEEP SOUTH,Alabama
Dearborn,Dearborn County,GREATER APPALACHIA,Indiana
Jackson,Jackson County,GREATER APPALACHIA,Indiana
Lee,Lee County,GREATER APPALACHIA,Mississippi
West Feliciana,West Feliciana Parish,DEEP SOUTH,Louisiana
Crittenden,Crittenden County,DEEP SOUTH,Arkansas
Jackson,Jackson County,DEEP SOUTH,Florida
Dickens,Dickens County,GREATER APPALACHIA,Texas
Mathews,Mathews County,TIDEWATER,Virginia
Renville,Renville County,THE FAR WEST,North Dakota
La Salle,La Salle County,EL NORTE,Texas
Onondaga,Onondaga County,YANKEEDOM,New York
Henry,Henry County,THE MIDLANDS,Iowa
Harlan,Harlan County,THE FAR WEST,Nebraska
Powder River,Powder River County,THE FAR WEST,Montana
Pepin,Pepin County,YANKEEDOM,Wisconsin
Apache,Apache County,THE FAR WEST,Arizona
Macon,Macon County,THE MIDLANDS,Missouri
Lamb,Lamb County,GREATER APPALACHIA,Texas
Kiowa,Kiowa County,THE MIDLANDS,Kansas
Austin,Austin County,DEEP SOUTH,Texas
Daviess,Daviess County,THE MIDLANDS,Missouri
Seminole,Seminole County,DEEP SOUTH,Georgia
Manistee,Manistee County,YANKEEDOM,Michigan
Lyon,Lyon County,YANKEEDOM,Iowa
Hutchinson,Hutchinson County,THE MIDLANDS,Texas
Texas,Texas County,THE MIDLANDS,Oklahoma
Woodward,Woodward County,THE MIDLANDS,Oklahoma
Adams,Adams County,THE MIDLANDS,Iowa
Sutter,Sutter County,THE FAR WEST,California
Potter,Potter County,YANKEEDOM,Pennsylvania
Val Verde,Val Verde County,EL NORTE,Texas
Harper,Harper County,THE MIDLANDS,Kansas
Monona,Monona County,THE MIDLANDS,Iowa
Juab,Juab County,THE FAR WEST,Utah
Stephens,Stephens County,GREATER APPALACHIA,Oklahoma
Chenango,Chenango County,YANKEEDOM,New York
Peoria,Peoria County,THE MIDLANDS,Illinois
Humboldt,Humboldt County,THE MIDLANDS,Iowa
Washington,Washington County,THE MIDLANDS,Nebraska
Iowa,Iowa County,YANKEEDOM,Wisconsin
Morrison,Morrison County,YANKEEDOM,Minnesota
Allegheny,Allegheny County,THE MIDLANDS,Pennsylvania
Shelby,Shelby County,GREATER APPALACHIA,Missouri
Madison,Madison County,GREATER APPALACHIA,Ohio
Washington,Washington County,THE MIDLANDS,Kansas
Champaign,Champaign County,GREATER APPALACHIA,Illinois
Washington,Washington County,THE FAR WEST,Idaho
Edgar,Edgar County,GREATER APPALACHIA,Illinois
Washington,Washington County,THE FAR WEST,Colorado
Hardin,Hardin County,THE MIDLANDS,Ohio
Missaukee,Missaukee County,YANKEEDOM,Michigan
Stutsman,Stutsman County,THE MIDLANDS,North Dakota
Shannon,Shannon County,GREATER APPALACHIA,Missouri
Smith,Smith County,DEEP SOUTH,Texas
Tulsa,Tulsa County,GREATER APPALACHIA,Oklahoma
McIntosh,McIntosh County,GREATER APPALACHIA,Oklahoma
Robertson,Robertson County,DEEP SOUTH,Texas
Gillespie,Gillespie County,GREATER APPALACHIA,Texas
Oakland,Oakland County,YANKEEDOM,Michigan
Golden Valley,Golden Valley County,THE FAR WEST,North Dakota
Niobrara,Niobrara County,THE FAR WEST,Wyoming
Pipestone,Pipestone County,YANKEEDOM,Minnesota
King George,King George County,TIDEWATER,Virginia
Grant,Grant County,THE FAR WEST,Washington
Renville,Renville County,YANKEEDOM,Minnesota
Alachua,Alachua County,DEEP SOUTH,Florida
Hooker,Hooker County,THE FAR WEST,Nebraska
Prince Edward,Prince Edward County,TIDEWATER,Virginia
Carbon,Carbon County,THE FAR WEST,Utah
Bucks,Bucks County,THE MIDLANDS,Pennsylvania
Hand,Hand County,THE MIDLANDS,South Dakota
Lycoming,Lycoming County,THE MIDLANDS,Pennsylvania
Latah,Latah County,THE FAR WEST,Idaho
Putnam,Putnam County,DEEP SOUTH,Georgia
Galax,Galax city,GREATER APPALACHIA,Virginia
Quay,Quay County,GREATER APPALACHIA,New Mexico
King,King County,GREATER APPALACHIA,Texas
Lafayette,Lafayette County,DEEP SOUTH,Arkansas
Tom Green,Tom Green County,GREATER APPALACHIA,Texas
Hardee,Hardee County,DEEP SOUTH,Florida
Clermont,Clermont County,GREATER APPALACHIA,Ohio
Yoakum,Yoakum County,GREATER APPALACHIA,Texas
Yamhill,Yamhill County,THE LEFT COAST,Oregon
Louisa,Louisa County,THE MIDLANDS,Iowa
Elk,Elk County,GREATER APPALACHIA,Kansas
Noble,Noble County,THE MIDLANDS,Ohio
Putnam,Putnam County,THE MIDLANDS,Ohio
Somervell,Somervell County,GREATER APPALACHIA,Texas
Lebanon,Lebanon County,THE MIDLANDS,Pennsylvania
Glacier,Glacier County,THE FAR WEST,Montana
Pershing,Pershing County,THE FAR WEST,Nevada
Mahnomen,Mahnomen County,YANKEEDOM,Minnesota
Passaic,Passaic County,YANKEEDOM,New Jersey
Lake,Lake County,THE FAR WEST,Montana
Kenedy,Kenedy County,EL NORTE,Texas
Borden,Borden County,GREATER APPALACHIA,Texas
Perry,Perry County,GREATER APPALACHIA,Missouri
San Saba,San Saba County,GREATER APPALACHIA,Texas
Kingfisher,Kingfisher County,GREATER APPALACHIA,Oklahoma
Burleson,Burleson County,DEEP SOUTH,Texas
Fulton,Fulton County,YANKEEDOM,New York
Sunflower,Sunflower County,DEEP SOUTH,Mississippi
Hennepin,Hennepin County,YANKEEDOM,Minnesota
Centre,Centre County,THE MIDLANDS,Pennsylvania
Bee,Bee County,EL NORTE,Texas
Henderson,Henderson County,GREATER APPALACHIA,Tennessee
Tama,Tama County,THE MIDLANDS,Iowa
Seward,Seward County,THE MIDLANDS,Kansas
Monroe,Monroe County,THE MIDLANDS,Iowa
Richardson,Richardson County,THE MIDLANDS,Nebraska
Christian,Christian County,GREATER APPALACHIA,Illinois
Nassau,Nassau County,DEEP SOUTH,Florida
Washington,Washington County,DEEP SOUTH,Florida
Baker,Baker County,DEEP SOUTH,Georgia
Thomas,Thomas County,DEEP SOUTH,Georgia
Anderson,Anderson County,GREATER APPALACHIA,Kentucky
Oldham,Oldham County,GREATER APPALACHIA,Kentucky
Cherokee,Cherokee County,GREATER APPALACHIA,Georgia
Oliver,Oliver County,THE FAR WEST,North Dakota
Osceola,Osceola County,YANKEEDOM,Michigan
McNairy,McNairy County,GREATER APPALACHIA,Tennessee
Adams,Adams County,THE FAR WEST,Washington
Dade,Dade County,GREATER APPALACHIA,Missouri
St. Mary,St. Mary Parish,NEW FRANCE,Louisiana
Chittenden,Chittenden County,YANKEEDOM,Vermont
Lafourche,Lafourche Parish,NEW FRANCE,Louisiana
Muscatine,Muscatine County,THE MIDLANDS,Iowa
Santa Rosa,Santa Rosa County,DEEP SOUTH,Florida
Martin,Martin County,GREATER APPALACHIA,Indiana
Rockcastle,Rockcastle County,GREATER APPALACHIA,Kentucky
Trimble,Trimble County,GREATER APPALACHIA,Kentucky
Chattooga,Chattooga County,GREATER APPALACHIA,Georgia
Dillon,Dillon County,DEEP SOUTH,South Carolina
Jones,Jones County,DEEP SOUTH,North Carolina
Scotland,Scotland County,THE MIDLANDS,Missouri
Nemaha,Nemaha County,THE MIDLANDS,Kansas
Norton,Norton County,THE FAR WEST,Kansas
Furnas,Furnas County,THE FAR WEST,Nebraska
Decatur,Decatur County,DEEP SOUTH,Georgia
Wayne,Wayne County,GREATER APPALACHIA,Indiana
Barren,Barren County,GREATER APPALACHIA,Kentucky
Howard,Howard County,THE MIDLANDS,Nebraska
Dunn,Dunn County,THE FAR WEST,North Dakota
Amador,Amador County,THE FAR WEST,California
