NAME,B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state,county,tract,block group
Block Group 1; Census Tract 3031.05; Contra Costa County; California,3326,,651,,1602,,418,,35,,53,,74,,68,,22,,35,,24,,27,,36,,55,,75,,97,,30,,38,,222,,136,,208,,182,,66,,79,,72,,66,,67,,69,,132,,128,,67,,69,,193,,162,,71,,76,,17,,28,,0,,13,,82,,75,,0,,13,,0,,13,,0,,13,,109,,163,,1724,,365,,132,,118,,83,,75,,125,,87,,126,,121,,77,,98,,17,,30,,0,,13,,88,,116,,39,,52,,205,,106,,31,,35,,96,,77,,116,,105,,196,,154,,82,,63,,19,,31,,32,,38,,10,,16,,0,,13,,0,,13,,138,,86,,8,,13,,104,,131,,1500000US060133031051,Block Group 1; Census Tract 3031.05; Contra Costa County; California,06,013,303105,1
Block Group 2; Census Tract 3851; Contra Costa County; California,1185,,303,,547,,172,,28,,25,,11,,16,,9,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,25,,27,,39,,39,,20,,23,,119,,73,,40,,27,,0,,13,,51,,42,,15,,17,,20,,22,,0,,13,,8,,13,,56,,45,,32,,26,,65,,93,,9,,14,,638,,213,,40,,27,,6,,11,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,14,,22,,100,,83,,76,,110,,31,,27,,18,,20,,10,,15,,0,,13,,39,,28,,33,,40,,27,,27,,33,,32,,23,,22,,135,,99,,27,,25,,0,,13,,17,,14,,1500000US060133851002,Block Group 2; Census Tract 3851; Contra Costa County; California,06,013,385100,2
Block Group 3; Census Tract 3671; Contra Costa County; California,2423,,564,,987,,329,,143,,106,,129,,92,,46,,49,,63,,43,,43,,64,,0,,13,,0,,13,,93,,97,,42,,53,,129,,159,,40,,50,,37,,35,,22,,35,,57,,65,,33,,38,,34,,52,,63,,83,,0,,13,,0,,13,,13,,15,,0,,13,,0,,13,,0,,13,,1436,,426,,101,,101,,83,,65,,67,,67,,25,,38,,52,,54,,29,,42,,44,,67,,134,,112,,12,,23,,148,,108,,86,,79,,95,,69,,171,,173,,144,,131,,0,,13,,32,,49,,35,,32,,64,,92,,48,,56,,0,,13,,0,,13,,0,,13,,66,,96,,1500000US060133671003,Block Group 3; Census Tract 3671; Contra Costa County; California,06,013,367100,3
Block Group 4; Census Tract 3820; Contra Costa County; California,1925,,989,,1049,,532,,26,,45,,14,,23,,18,,36,,141,,213,,66,,69,,2,,14,,0,,13,,0,,13,,28,,36,,77,,87,,134,,117,,150,,107,,77,,98,,24,,39,,111,,105,,38,,63,,127,,189,,0,,13,,14,,21,,2,,15,,0,,13,,0,,13,,0,,13,,876,,491,,41,,62,,0,,13,,39,,63,,64,,61,,0,,13,,111,,171,,47,,75,,0,,13,,89,,78,,0,,13,,158,,193,,30,,47,,80,,55,,39,,63,,32,,51,,38,,52,,35,,42,,0,,13,,14,,21,,9,,15,,0,,13,,32,,53,,18,,23,,1500000US060133820004,Block Group 4; Census Tract 3820; Contra Costa County; California,06,013,382000,4
Block Group 1; Census Tract 3372.01; Contra Costa County; California,1209,,325,,714,,242,,37,,53,,180,,88,,14,,24,,18,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,18,,46,,41,,130,,82,,18,,31,,22,,37,,37,,42,,32,,43,,41,,44,,24,,36,,64,,52,,13,,22,,15,,27,,0,,13,,14,,24,,495,,127,,29,,40,,15,,19,,0,,13,,0,,13,,0,,13,,17,,30,,0,,13,,49,,66,,0,,13,,26,,33,,116,,66,,21,,32,,18,,28,,24,,28,,21,,34,,0,,13,,29,,33,,24,,36,,0,,13,,0,,13,,15,,24,,57,,42,,34,,42,,1500000US060133372011,Block Group 1; Census Tract 3372.01; Contra Costa County; California,06,013,337201,1
Block Group 4; Census Tract 3671; Contra Costa County; California,1387,,530,,685,,329,,0,,13,,29,,46,,9,,15,,1,,2,,0,,13,,10,,16,,0,,13,,31,,51,,63,,60,,32,,38,,100,,94,,164,,144,,20,,33,,14,,19,,54,,53,,27,,40,,26,,42,,9,,14,,16,,25,,20,,31,,23,,34,,25,,40,,12,,18,,702,,314,,47,,71,,14,,26,,7,,13,,0,,13,,6,,15,,0,,13,,6,,15,,61,,90,,32,,46,,44,,67,,0,,13,,49,,51,,72,,90,,46,,54,,60,,54,,33,,39,,0,,13,,43,,48,,40,,40,,16,,20,,69,,63,,41,,36,,16,,24,,1500000US060133671004,Block Group 4; Census Tract 3671; Contra Costa County; California,06,013,367100,4
Block Group 1; Census Tract 3830; Contra Costa County; California,2494,,818,,1462,,547,,249,,284,,76,,80,,18,,27,,83,,54,,26,,41,,0,,13,,0,,13,,58,,67,,140,,102,,194,,207,,145,,100,,24,,27,,233,,158,,24,,39,,67,,52,,0,,13,,48,,37,,0,,13,,24,,26,,0,,13,,53,,49,,0,,13,,0,,13,,1032,,324,,121,,116,,23,,32,,0,,13,,0,,13,,0,,13,,49,,59,,15,,26,,33,,49,,142,,99,,231,,203,,64,,48,,21,,38,,110,,56,,18,,28,,10,,16,,0,,13,,28,,25,,21,,23,,8,,18,,0,,13,,106,,67,,15,,23,,17,,28,,1500000US060133830001,Block Group 1; Census Tract 3830; Contra Costa County; California,06,013,383000,1
Block Group 2; Census Tract 3032.10; Contra Costa County; California,1405,,383,,527,,132,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,16,,25,,0,,13,,0,,13,,2,,7,,67,,58,,105,,65,,142,,98,,110,,55,,85,,51,,878,,311,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,14,,22,,0,,13,,15,,25,,13,,21,,18,,21,,33,,43,,14,,16,,297,,174,,190,,75,,193,,166,,91,,52,,1500000US060133032102,Block Group 2; Census Tract 3032.10; Contra Costa County; California,06,013,303210,2
Block Group 2; Census Tract 3220; Contra Costa County; California,546,,200,,265,,102,,0,,13,,42,,46,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,19,,0,,13,,0,,13,,0,,13,,32,,43,,20,,32,,0,,13,,11,,20,,14,,22,,59,,68,,13,,21,,0,,13,,11,,18,,40,,59,,14,,22,,0,,13,,281,,101,,12,,19,,40,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,20,,0,,13,,0,,13,,12,,19,,19,,30,,21,,35,,16,,23,,17,,27,,0,,13,,0,,13,,13,,22,,5,,8,,51,,64,,48,,58,,18,,29,,0,,13,,1500000US060133220002,Block Group 2; Census Tract 3220; Contra Costa County; California,06,013,322000,2
Block Group 3; Census Tract 3240.02; Contra Costa County; California,1499,,428,,726,,215,,18,,26,,17,,29,,46,,55,,51,,52,,0,,13,,19,,30,,20,,35,,0,,13,,114,,83,,32,,39,,16,,29,,4,,19,,181,,136,,37,,45,,0,,13,,64,,73,,28,,45,,48,,46,,0,,13,,31,,39,,0,,13,,0,,13,,0,,13,,773,,293,,0,,13,,87,,113,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,26,,45,,55,,64,,164,,177,,98,,91,,0,,13,,73,,62,,60,,57,,13,,21,,0,,13,,63,,61,,20,,34,,14,,24,,26,,30,,0,,13,,24,,26,,50,,63,,1500000US060133240023,Block Group 3; Census Tract 3240.02; Contra Costa County; California,06,013,324002,3
Block Group 1; Census Tract 3270.02; Contra Costa County; California,2299,,603,,1084,,327,,182,,118,,62,,75,,139,,150,,0,,13,,0,,13,,0,,13,,0,,13,,48,,54,,58,,76,,168,,133,,210,,109,,7,,25,,16,,45,,0,,13,,47,,70,,0,,13,,39,,52,,0,,13,,44,,52,,52,,59,,12,,19,,0,,13,,0,,13,,1215,,333,,97,,84,,51,,71,,47,,60,,40,,64,,27,,42,,16,,26,,0,,13,,0,,13,,206,,129,,97,,74,,157,,137,,46,,52,,26,,41,,0,,13,,148,,80,,3,,11,,34,,38,,55,,57,,0,,13,,122,,77,,43,,55,,0,,13,,0,,13,,1500000US060133270021,Block Group 1; Census Tract 3270.02; Contra Costa County; California,06,013,327002,1
Block Group 1; Census Tract 3461.01; Contra Costa County; California,2601,,357,,1262,,200,,94,,63,,68,,49,,74,,61,,46,,46,,9,,14,,0,,13,,13,,20,,89,,56,,78,,56,,20,,21,,47,,41,,96,,50,,51,,42,,114,,70,,80,,47,,26,,24,,60,,38,,18,,19,,32,,27,,100,,43,,54,,33,,71,,45,,22,,25,,1339,,213,,76,,46,,92,,58,,43,,39,,76,,49,,11,,18,,0,,13,,12,,19,,64,,47,,43,,39,,20,,21,,59,,37,,113,,56,,54,,37,,96,,54,,89,,41,,47,,32,,57,,33,,76,,53,,90,,45,,68,,38,,72,,35,,64,,37,,17,,19,,1500000US060133461011,Block Group 1; Census Tract 3461.01; Contra Costa County; California,06,013,346101,1
Block Group 2; Census Tract 3320; Contra Costa County; California,852,,402,,426,,202,,62,,58,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,57,,65,,23,,30,,39,,43,,13,,22,,8,,19,,8,,17,,23,,31,,17,,28,,13,,20,,18,,28,,110,,158,,35,,41,,0,,13,,0,,13,,0,,13,,426,,214,,0,,13,,27,,30,,0,,13,,0,,13,,1,,6,,1,,10,,1,,4,,1,,7,,10,,16,,23,,25,,14,,23,,0,,13,,0,,13,,7,,11,,131,,188,,18,,25,,55,,46,,61,,44,,28,,33,,32,,38,,0,,13,,16,,23,,0,,13,,1500000US060133320002,Block Group 2; Census Tract 3320; Contra Costa County; California,06,013,332000,2
Block Group 3; Census Tract 3690.02; Contra Costa County; California,1219,,405,,630,,251,,37,,59,,19,,23,,73,,52,,23,,25,,0,,13,,0,,13,,75,,41,,0,,13,,77,,84,,99,,84,,50,,64,,0,,13,,9,,15,,39,,22,,41,,44,,24,,27,,0,,13,,23,,25,,10,,15,,19,,29,,12,,20,,0,,13,,0,,13,,589,,194,,79,,84,,0,,13,,21,,38,,78,,61,,0,,13,,0,,13,,0,,13,,62,,46,,63,,61,,67,,50,,32,,52,,0,,13,,30,,29,,37,,53,,32,,26,,0,,13,,39,,36,,17,,21,,9,,13,,23,,25,,0,,13,,0,,13,,0,,13,,1500000US060133690023,Block Group 3; Census Tract 3690.02; Contra Costa County; California,06,013,369002,3
Block Group 1; Census Tract 3780; Contra Costa County; California,1702,,399,,715,,181,,62,,35,,0,,13,,13,,21,,25,,30,,13,,22,,0,,13,,0,,13,,0,,13,,50,,38,,107,,73,,40,,32,,12,,20,,76,,51,,42,,38,,84,,64,,7,,11,,22,,23,,38,,26,,72,,67,,33,,23,,19,,21,,0,,13,,0,,13,,987,,269,,99,,110,,54,,53,,23,,35,,11,,17,,0,,13,,0,,13,,0,,13,,24,,26,,96,,77,,63,,57,,70,,56,,64,,70,,55,,36,,130,,78,,48,,35,,14,,20,,0,,13,,33,,27,,62,,56,,75,,50,,44,,34,,14,,16,,8,,13,,1500000US060133780001,Block Group 1; Census Tract 3780; Contra Costa County; California,06,013,378000,1
Block Group 2; Census Tract 3383.02; Contra Costa County; California,1237,,409,,681,,215,,32,,42,,0,,13,,66,,57,,84,,63,,18,,28,,0,,13,,0,,13,,17,,28,,14,,22,,15,,24,,0,,13,,8,,17,,29,,31,,148,,82,,53,,47,,0,,13,,13,,21,,12,,19,,67,,67,,16,,25,,49,,38,,17,,28,,23,,26,,556,,232,,24,,30,,42,,58,,58,,65,,32,,36,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,14,,22,,7,,15,,100,,60,,15,,23,,102,,56,,0,,13,,0,,13,,0,,13,,46,,44,,40,,55,,40,,35,,36,,35,,0,,13,,0,,13,,1500000US060133383022,Block Group 2; Census Tract 3383.02; Contra Costa County; California,06,013,338302,2
Block Group 1; Census Tract 3451.02; Contra Costa County; California,916,,276,,553,,181,,58,,57,,46,,37,,43,,42,,64,,57,,19,,31,,0,,13,,0,,13,,13,,22,,17,,30,,1,,5,,55,,40,,44,,49,,67,,56,,24,,29,,14,,18,,23,,21,,0,,13,,7,,12,,20,,28,,31,,27,,7,,11,,0,,13,,0,,13,,363,,120,,0,,13,,42,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,52,,37,,58,,54,,15,,20,,29,,29,,21,,19,,7,,11,,12,,20,,4,,22,,38,,35,,45,,40,,13,,22,,0,,13,,27,,29,,1500000US060133451021,Block Group 1; Census Tract 3451.02; Contra Costa County; California,06,013,345102,1
Block Group 2; Census Tract 3660.02; Contra Costa County; California,1779,,495,,873,,255,,67,,58,,66,,51,,95,,62,,24,,40,,32,,39,,46,,53,,25,,36,,20,,29,,48,,46,,24,,25,,59,,43,,73,,61,,40,,43,,117,,70,,9,,15,,12,,20,,25,,27,,21,,23,,30,,47,,40,,32,,0,,13,,0,,13,,0,,13,,906,,271,,23,,38,,47,,47,,51,,39,,102,,68,,11,,17,,0,,13,,0,,13,,18,,25,,41,,39,,94,,62,,87,,57,,132,,66,,26,,39,,30,,21,,46,,34,,37,,35,,65,,52,,0,,13,,52,,37,,24,,26,,0,,13,,8,,12,,12,,20,,1500000US060133660022,Block Group 2; Census Tract 3660.02; Contra Costa County; California,06,013,366002,2
Block Group 5; Census Tract 3770; Contra Costa County; California,1396,,536,,705,,303,,71,,78,,170,,135,,23,,38,,0,,13,,0,,13,,0,,13,,18,,35,,0,,13,,76,,92,,31,,55,,64,,71,,0,,13,,0,,13,,79,,78,,29,,47,,0,,13,,42,,56,,0,,13,,78,,77,,12,,20,,12,,22,,0,,13,,0,,13,,691,,283,,39,,66,,34,,52,,35,,53,,0,,13,,32,,52,,40,,67,,0,,13,,88,,98,,29,,54,,57,,63,,0,,13,,65,,63,,15,,30,,23,,36,,41,,54,,26,,43,,39,,42,,0,,13,,118,,103,,10,,17,,0,,13,,0,,13,,0,,13,,1500000US060133770005,Block Group 5; Census Tract 3770; Contra Costa County; California,06,013,377000,5
Block Group 1; Census Tract 3383.01; Contra Costa County; California,1801,,380,,894,,182,,34,,24,,29,,26,,67,,42,,16,,18,,18,,23,,0,,13,,0,,13,,34,,31,,34,,55,,47,,33,,33,,23,,21,,24,,35,,29,,125,,84,,119,,86,,23,,20,,41,,65,,29,,26,,41,,31,,42,,37,,14,,16,,57,,42,,35,,23,,907,,259,,31,,31,,48,,41,,55,,31,,30,,26,,0,,13,,0,,13,,0,,13,,108,,124,,0,,13,,14,,13,,37,,29,,32,,22,,98,,40,,113,,114,,89,,64,,7,,12,,44,,46,,17,,18,,76,,50,,43,,33,,28,,31,,28,,22,,9,,14,,1500000US060133383011,Block Group 1; Census Tract 3383.01; Contra Costa County; California,06,013,338301,1
Block Group 3; Census Tract 3553.02; Contra Costa County; California,1712,,303,,802,,203,,24,,29,,19,,20,,47,,32,,55,,46,,13,,17,,0,,13,,30,,46,,39,,46,,17,,25,,0,,13,,35,,34,,50,,49,,38,,32,,73,,68,,131,,69,,50,,44,,23,,19,,29,,28,,30,,24,,48,,33,,34,,34,,0,,13,,17,,18,,910,,165,,67,,48,,67,,48,,63,,43,,2,,5,,19,,29,,0,,13,,0,,13,,65,,54,,0,,13,,16,,24,,80,,51,,37,,26,,50,,31,,133,,63,,76,,53,,17,,26,,72,,51,,21,,32,,29,,25,,15,,17,,37,,35,,12,,15,,32,,25,,1500000US060133553023,Block Group 3; Census Tract 3553.02; Contra Costa County; California,06,013,355302,3
Block Group 1; Census Tract 3553.10; Contra Costa County; California,1867,,430,,900,,257,,49,,41,,0,,13,,69,,53,,0,,13,,0,,13,,24,,29,,0,,13,,100,,61,,80,,90,,164,,82,,72,,57,,13,,21,,0,,13,,31,,32,,66,,80,,7,,15,,11,,20,,21,,31,,66,,76,,0,,13,,0,,13,,11,,19,,116,,156,,967,,256,,174,,126,,46,,36,,17,,28,,16,,22,,11,,21,,25,,35,,1,,5,,11,,21,,102,,87,,128,,79,,53,,41,,41,,44,,66,,59,,10,,19,,71,,64,,23,,27,,39,,43,,7,,13,,28,,31,,22,,29,,28,,33,,0,,13,,48,,45,,1500000US060133553101,Block Group 1; Census Tract 3553.10; Contra Costa County; California,06,013,355310,1
Block Group 4; Census Tract 3591.03; Contra Costa County; California,1497,,475,,702,,280,,28,,42,,26,,29,,106,,92,,0,,13,,0,,13,,39,,58,,0,,13,,0,,13,,57,,80,,46,,51,,106,,83,,55,,61,,66,,105,,43,,40,,11,,20,,32,,35,,0,,13,,59,,54,,0,,13,,8,,12,,20,,22,,0,,13,,0,,13,,795,,262,,46,,53,,47,,54,,56,,85,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,56,,56,,67,,56,,46,,52,,52,,60,,98,,89,,35,,28,,70,,62,,13,,21,,33,,36,,30,,35,,0,,13,,67,,55,,9,,14,,0,,13,,70,,60,,1500000US060133591034,Block Group 4; Census Tract 3591.03; Contra Costa County; California,06,013,359103,4
Block Group 2; Census Tract 3592.02; Contra Costa County; California,2707,,639,,1029,,272,,73,,62,,0,,13,,21,,34,,104,,90,,26,,42,,0,,13,,0,,13,,0,,13,,53,,53,,17,,27,,94,,78,,57,,58,,44,,53,,35,,49,,50,,50,,56,,45,,87,,67,,39,,37,,60,,46,,68,,52,,98,,79,,23,,31,,24,,38,,1678,,496,,48,,58,,55,,66,,77,,75,,0,,13,,51,,57,,0,,13,,0,,13,,23,,35,,0,,13,,134,,137,,143,,99,,45,,45,,32,,38,,193,,137,,66,,56,,81,,62,,37,,46,,235,,299,,95,,64,,60,,46,,137,,105,,54,,62,,112,,153,,1500000US060133592022,Block Group 2; Census Tract 3592.02; Contra Costa County; California,06,013,359202,2
Block Group 1; Census Tract 3050; Contra Costa County; California,1795,,1042,,984,,640,,51,,81,,88,,141,,66,,110,,0,,13,,92,,141,,0,,13,,87,,142,,0,,13,,0,,13,,0,,13,,67,,66,,136,,165,,60,,83,,132,,118,,31,,37,,0,,13,,18,,30,,0,,13,,24,,38,,69,,84,,0,,13,,63,,89,,0,,13,,811,,522,,74,,93,,162,,178,,55,,91,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,196,,175,,71,,86,,86,,113,,0,,13,,66,,79,,36,,43,,0,,13,,0,,13,,0,,13,,43,,68,,22,,34,,0,,13,,0,,13,,0,,13,,1500000US060133050001,Block Group 1; Census Tract 3050; Contra Costa County; California,06,013,305000,1
Block Group 2; Census Tract 3132.04; Contra Costa County; California,1759,,490,,890,,274,,93,,84,,39,,35,,14,,22,,8,,14,,0,,13,,0,,13,,0,,13,,24,,31,,32,,37,,133,,111,,76,,57,,73,,45,,3,,11,,71,,73,,47,,39,,21,,24,,91,,61,,9,,16,,12,,20,,97,,109,,26,,18,,6,,14,,15,,17,,869,,241,,66,,60,,58,,73,,7,,13,,28,,44,,5,,16,,1,,2,,4,,14,,40,,48,,44,,38,,103,,79,,55,,50,,50,,47,,0,,13,,85,,70,,45,,35,,46,,31,,39,,39,,14,,18,,22,,21,,122,,127,,0,,13,,23,,24,,12,,18,,1500000US060133132042,Block Group 2; Census Tract 3132.04; Contra Costa County; California,06,013,313204,2
Block Group 2; Census Tract 3451.14; Contra Costa County; California,1306,,338,,544,,148,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,16,,27,,0,,13,,0,,13,,0,,13,,0,,13,,13,,21,,0,,13,,25,,28,,0,,13,,19,,30,,16,,26,,82,,69,,140,,86,,115,,93,,61,,55,,57,,54,,762,,222,,0,,13,,13,,21,,13,,21,,38,,60,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,50,,59,,0,,13,,0,,13,,43,,51,,14,,24,,30,,35,,0,,13,,76,,52,,139,,80,,259,,177,,57,,54,,30,,35,,1500000US060133451142,Block Group 2; Census Tract 3451.14; Contra Costa County; California,06,013,345114,2
Block Group 1; Census Tract 3591.02; Contra Costa County; California,882,,275,,332,,123,,0,,13,,29,,30,,15,,24,,23,,37,,0,,13,,0,,13,,14,,25,,0,,13,,0,,13,,31,,37,,53,,57,,28,,27,,9,,14,,15,,22,,0,,13,,0,,13,,31,,34,,22,,31,,23,,30,,24,,22,,2,,4,,8,,12,,5,,8,,550,,184,,22,,36,,39,,38,,54,,44,,0,,13,,10,,17,,0,,13,,0,,13,,11,,18,,25,,41,,81,,68,,35,,42,,43,,44,,50,,40,,0,,13,,53,,75,,21,,32,,14,,23,,0,,13,,0,,13,,31,,25,,45,,37,,2,,4,,14,,16,,1500000US060133591021,Block Group 1; Census Tract 3591.02; Contra Costa County; California,06,013,359102,1
Block Group 3; Census Tract 3072.02; Contra Costa County; California,2040,,581,,1056,,347,,124,,83,,77,,64,,115,,77,,12,,20,,0,,13,,26,,42,,30,,34,,0,,13,,163,,113,,150,,156,,40,,45,,78,,58,,18,,30,,0,,13,,48,,50,,30,,38,,80,,63,,0,,13,,54,,83,,0,,13,,0,,13,,0,,13,,11,,19,,984,,283,,49,,55,,47,,37,,65,,57,,77,,79,,66,,70,,32,,51,,0,,13,,75,,71,,85,,65,,77,,70,,75,,78,,71,,59,,64,,63,,38,,38,,84,,94,,19,,21,,0,,13,,13,,20,,22,,24,,0,,13,,25,,29,,0,,13,,0,,13,,1500000US060133072023,Block Group 3; Census Tract 3072.02; Contra Costa County; California,06,013,307202,3
Block Group 2; Census Tract 3200.01; Contra Costa County; California,1916,,550,,1150,,504,,28,,31,,77,,55,,58,,44,,104,,58,,15,,23,,247,,327,,19,,24,,19,,23,,0,,13,,18,,18,,114,,73,,77,,62,,34,,34,,58,,51,,96,,121,,56,,43,,39,,31,,8,,12,,22,,21,,7,,13,,0,,13,,28,,22,,26,,44,,766,,158,,57,,41,,63,,53,,95,,42,,8,,15,,9,,15,,24,,30,,0,,13,,0,,13,,8,,13,,15,,19,,70,,42,,53,,28,,20,,23,,90,,53,,65,,54,,24,,21,,25,,26,,8,,14,,32,,24,,17,,17,,0,,13,,41,,26,,42,,41,,1500000US060133200012,Block Group 2; Census Tract 3200.01; Contra Costa County; California,06,013,320001,2
Block Group 3; Census Tract 3332; Contra Costa County; California,991,,360,,487,,189,,2,,11,,53,,61,,40,,45,,0,,13,,1,,3,,0,,13,,0,,13,,28,,36,,1,,3,,59,,47,,50,,64,,7,,15,,1,,2,,59,,67,,86,,75,,0,,13,,30,,39,,0,,13,,24,,34,,20,,32,,9,,15,,17,,29,,0,,13,,504,,247,,70,,77,,1,,23,,22,,34,,0,,13,,1,,4,,0,,13,,0,,13,,86,,66,,0,,13,,31,,37,,41,,55,,0,,13,,24,,39,,15,,24,,58,,49,,22,,36,,34,,42,,0,,13,,2,,11,,76,,60,,21,,33,,0,,13,,0,,13,,1500000US060133332003,Block Group 3; Census Tract 3332; Contra Costa County; California,06,013,333200,3
Block Group 2; Census Tract 3050; Contra Costa County; California,877,,536,,283,,185,,55,,99,,0,,13,,0,,13,,0,,13,,26,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,26,,44,,24,,45,,0,,13,,44,,47,,0,,13,,0,,13,,0,,13,,0,,13,,108,,163,,0,,13,,0,,13,,0,,13,,0,,13,,594,,426,,25,,40,,84,,104,,84,,104,,54,,85,,0,,13,,0,,13,,0,,13,,0,,13,,31,,41,,58,,89,,45,,56,,0,,13,,0,,13,,62,,59,,9,,14,,0,,13,,0,,13,,0,,13,,142,,221,,0,,13,,0,,13,,0,,13,,0,,13,,1500000US060133050002,Block Group 2; Census Tract 3050; Contra Costa County; California,06,013,305000,2
Block Group 3; Census Tract 3240.03; Contra Costa County; California,1095,,378,,650,,223,,24,,30,,23,,29,,0,,13,,0,,13,,60,,98,,0,,13,,0,,13,,84,,127,,97,,133,,68,,93,,74,,85,,23,,30,,25,,46,,22,,37,,20,,34,,0,,13,,11,,19,,0,,13,,27,,41,,0,,13,,48,,50,,16,,27,,28,,46,,445,,186,,21,,26,,14,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,153,,137,,93,,62,,0,,13,,72,,60,,35,,44,,6,,17,,0,,13,,0,,13,,0,,13,,0,,13,,26,,40,,19,,33,,0,,13,,6,,17,,0,,13,,1500000US060133240033,Block Group 3; Census Tract 3240.03; Contra Costa County; California,06,013,324003,3
